road_id,day_id,time_id,speed,speed_normalized
1,1,0,40.893,1.5685160427807485
1,1,1,40.893,1.5685160427807485
1,1,2,41.938,1.6267268270944741
1,1,3,44.098,1.7470476827094472
1,1,4,44.483,1.7684937611408196
1,1,5,44.172,1.7511697860962563
1,1,6,44.416,1.7647615864527626
1,1,7,43.622,1.7205325311942958
1,1,8,44.202,1.752840909090909
1,1,9,42.898,1.6802027629233511
1,1,10,44.123000000000005,1.7484402852049912
1,1,11,46.065,1.8566176470588232
1,1,12,46.248000000000005,1.8668114973262033
1,1,13,48.178,1.9743204099821743
1,1,14,44.784,1.7852606951871657
1,1,15,47.869,1.9571078431372548
1,1,16,48.299,1.981060606060606
1,1,17,46.496,1.8806261140819964
1,1,18,47.89,1.9582776292335116
1,1,19,47.712,1.9483622994652408
1,1,20,48.639,2.0
1,1,21,46.916,1.9040218360071297
1,1,22,47.794,1.9529300356506236
1,1,23,47.246,1.9224041889483066
1,1,24,46.82899999999999,1.8991755793226377
1,1,25,47.541,1.9388368983957216
1,1,26,46.278,1.8684826203208553
1,1,27,44.318000000000005,1.759302584670232
1,1,28,44.65,1.7777963458110515
1,1,29,47.947,1.9614527629233511
1,1,30,46.688,1.8913213012477719
1,1,31,48.281000000000006,1.9800579322638148
1,1,32,45.816,1.8427473262032086
1,1,33,44.747,1.783199643493761
1,1,34,45.559,1.8284313725490193
1,1,35,44.754,1.783589572192513
1,1,36,45.353,1.8169563279857397
1,1,37,44.589,1.774398395721925
1,1,38,45.51,1.8257018716577538
1,1,39,45.305,1.8142825311942958
1,1,40,42.882,1.6793114973262029
1,1,41,42.365,1.65051247771836
1,1,42,42.37,1.6507909982174684
1,1,43,40.648,1.5548685383244207
1,1,44,40.016,1.5196635472370765
1,1,45,40.286,1.5347036541889483
1,1,46,38.715,1.447192513368984
1,1,47,38.138000000000005,1.4150512477718362
1,1,48,39.105,1.4689171122994649
1,1,49,41.044,1.5769273618538322
1,1,50,39.536,1.4929255793226381
1,1,51,41.24100000000001,1.5879010695187168
1,1,52,38.66,1.4441287878787876
1,1,53,38.73,1.44802807486631
1,1,54,37.736,1.3926581996434935
1,1,55,38.306,1.4244095365418892
1,1,56,36.882,1.3450868983957218
1,1,57,37.218,1.363803475935829
1,1,58,36.226,1.3085450089126558
1,1,59,36.801,1.3405748663101604
1,1,60,34.319,1.2023172905525847
1,1,61,32.671,1.1105169340463457
1,1,62,34.082,1.1891154188948305
1,1,63,35.357,1.2601381461675578
1,1,64,36.12,1.3026403743315507
1,1,65,35.044000000000004,1.2427027629233514
1,1,66,36.44,1.3204656862745097
1,1,67,37.393,1.3735516934046346
1,1,68,34.946,1.2372437611408198
1,1,69,37.187,1.3620766488413545
1,1,70,36.408,1.3186831550802138
1,1,71,36.588,1.3287098930481283
1,1,72,35.396,1.262310606060606
1,1,73,32.497,1.1008244206773619
1,1,74,29.055,0.9090909090909091
1,1,75,27.175,0.8043672014260249
1,1,76,23.557,0.6028297682709446
1,1,77,21.773000000000003,0.5034536541889485
1,1,78,22.388,0.5377116755793228
1,1,79,20.763,0.447192513368984
1,1,80,22.082,0.5206662210338682
1,1,81,36.515,1.3246434937611407
1,1,82,38.376,1.4283088235294115
1,1,83,35.54,1.2703319964349375
1,1,84,37.136,1.3592357397504458
1,1,85,37.31,1.3689282531194296
1,1,86,36.394,1.3179032976827092
1,1,87,36.656,1.332497771836007
1,1,88,38.213,1.419229055258467
1,1,89,35.749,1.2819741532976827
1,1,90,34.375,1.2054367201426024
1,1,91,33.514,1.1574754901960784
1,1,92,33.351,1.1483957219251335
1,1,93,30.96,1.0152072192513368
1,1,94,26.948,0.7917223707664884
1,1,95,27.638,0.8301581996434938
1,1,96,25.905,0.7336229946524064
1,1,97,22.593000000000004,0.5491310160427809
1,1,98,24.624,0.6622660427807485
1,1,99,24.927,0.6791443850267379
1,1,100,18.884,0.3425245098039216
1,1,101,21.257,0.474710338680927
1,1,102,17.959,0.29099821746880566
1,1,103,15.879,0.17513368983957217
1,1,104,16.916,0.23289884135472375
1,1,105,16.717,0.221813725490196
1,1,106,16.188,0.19234625668449193
1,1,107,15.68,0.16404857397504458
1,1,108,13.803,0.05949197860962574
1,1,109,15.97,0.18020276292335122
1,1,110,17.82,0.2832553475935829
1,1,111,15.691,0.16466131907308384
1,1,112,15.550999999999998,0.15686274509803913
1,1,113,13.336,0.03347816399286992
1,1,114,14.972,0.12461007130124777
1,1,115,18.036,0.29528743315508027
1,1,116,18.598,0.3265931372549019
1,1,117,17.18,0.24760472370766487
1,1,118,15.307,0.143270944741533
1,1,119,14.418,0.09374999999999999
1,1,120,14.81,0.11558600713012483
1,1,121,12.735,0.0
1,1,122,14.367,0.09090909090909098
1,1,123,16.308,0.1990307486631016
1,1,124,15.709,0.1656639928698752
1,1,125,18.998,0.34887477718360077
1,1,126,23.036,0.5738079322638147
1,1,127,22.51,0.5445075757575758
1,1,128,20.305,0.42168003565062384
1,1,129,25.467,0.7092245989304812
1,1,130,22.554,0.5469585561497325
1,1,131,23.121,0.578542780748663
1,1,132,27.242,0.808099376114082
1,1,133,33.71,1.1683934937611409
1,1,134,37.18,1.3616867201426024
1,1,135,31.811,1.0626114081996434
1,1,136,26.14,0.7467134581105169
1,1,137,22.492,0.5435049019607844
1,1,138,27.214,0.806539661319073
1,1,139,38.134,1.414828431372549
1,1,140,37.495,1.3792335115864525
1,1,141,39.708,1.5025066844919783
1,1,142,42.349,1.6496212121212117
1,1,143,43.062,1.6893382352941173
